brand,model,price,year,mileage,engine_power,engine_displacement,fuel_consumption,registration_until,service_book,garage_kept,num_of_features
Seat,Mii,9600.0,2017,49653,44,0.999,3.0,,False,False,24
Seat,Leon,4995.0,2011,151200,77,1.598,6.2,,False,True,65
Seat,Leon,5490.0,2012,173600,77,1.598,6.2,,False,True,68
Suzuki,Swace,29199.0,2020,42800,72,1.798,3.7,,True,False,89
Škoda,Octavia Combi,14980.0,2018,54986,85,1.598,6.2,,False,True,63
Škoda,Octavia Combi,15499.0,2018,69978,66,1.598,6.2,,False,True,64
Toyota,RAV4,22450.0,2016,87300,114,2.494,5.0,,False,True,88
VW,Passat,13500.0,2017,255000,88,1.598,5.0,2025-12-31,True,True,6
Toyota,RAV4,18900.0,2016,94220,105,1.995,6.2,,False,True,85
Toyota,C-HR,23900.0,2020,10200,72,1.798,6.2,,False,True,86
Suzuki,Vitara,15760.0,2018,113750,103,1.373,6.2,,False,True,101
Toyota,RAV4,18497.0,2016,80700,105,1.995,6.2,,False,True,85
VW,Golf 7,15500.0,2016,161000,110,1.4,2.0,2025-09-30,True,True,66
Toyota,RAV4,18900.0,2016,94220,105,1.995,6.2,,False,True,85
Toyota,RAV4,18918.0,2016,90753,105,1.995,6.2,,False,True,85
VW,Passat,11290.0,2012,122200,77,1.598,6.2,,False,True,71
VW,Passat,12400.0,2012,99890,103,1.968,6.2,,False,True,96
VW,Golf 6,5890.0,2012,290000,103,1.968,5.0,2025-06-30,True,True,75
Škoda,Kodiaq,28489.0,2019,82579,110,1.968,6.2,,False,True,65
VW,Tiguan,16800.0,2015,174000,103,2.0,6.0,2025-11-30,True,True,53
Škoda,Octavia,11800.0,2015,180000,77,1.598,5.5,2025-10-31,True,True,123
VW,Passat Variant,7900.0,2011,230000,103,1.968,4.5,,True,True,60
VW,Golf 7,11900.0,2017,235000,85,1.6,5.0,2025-10-31,False,False,35
Seat,Ateca,29990.0,2022,38007,110,1.498,6.0,2024-10-31,True,True,53
VW,Golf 7,8600.0,2015,216000,81,1.598,5.0,,False,True,38
VW,Tiguan,17500.0,2016,205000,85,1.6,5.0,,True,False,39
VW,Tiguan,22555.0,2020,169000,110,2.0,4.5,2025-09-30,True,True,57
VW,Tiguan,26500.0,2019,93000,110,1.968,7.0,2025-02-28,True,True,114
VW,Sharan,11999.0,2013,199905,103,2.0,5.0,2025-05-31,False,True,51
VW,Golf 7,15900.0,2019,93879,85,0.999,5.8,,True,False,41
VW,Golf 6,6900.0,2010,149000,66,1.598,5.0,,False,True,7
Škoda,Octavia,15490.0,2018,230000,135,1.968,4.5,,True,True,65
VW,Arteon,33800.0,2020,60150,140,1.984,6.5,,True,True,72
VW,Touareg,99000.0,2020,36000,295,3.0,11.0,,True,True,77
Seat,Arona,17900.0,2022,57285,70,0.999,5.5,,False,False,45
VW,Tiguan,32600.0,2022,35902,110,1.968,5.4,,True,False,50
Škoda,Superb Combi,18500.0,2017,99013,88,1.598,4.4,,False,False,48
VW,T-Roc,21900.0,2022,52950,81,0.999,6.0,,True,False,90
VW,T-Cross,18700.0,2022,28279,70,0.999,5.8,,True,False,78
VW,Golf 7,15950.0,2019,132194,85,1.598,4.9,,False,False,42
VW,Up!,13800.0,2021,36400,48,0.999,5.1,,False,False,26
Seat,Ibiza,9500.0,2016,77816,55,0.999,4.8,,False,False,65
VW,Golf 6,5500.0,2011,320000,77,1.598,4.5,2025-03-31,True,True,74
Suzuki,SX4 S-Cross,16300.0,2018,22344,82,0.998,4.2,2025-09-30,True,True,61
VW,Caddy,17500.0,2019,65000,75,0.999,7.5,2025-08-31,True,False,35
Škoda,Octavia,14700.0,2016,109550,81,1.598,3.7,,False,False,32
Seat,Toledo,11400.0,2016,80626,66,1.422,3.4,,False,False,28
VW,Polo,15900.0,2021,72120,70,0.999,5.3,,True,False,41
VW,Golf 7,9000.0,2016,240000,81,1.598,5.0,,True,True,87
VW,Tiguan,21950.0,2018,120047,110,1.968,5.6,,True,False,100
VW,Polo,16800.0,2021,32249,70,0.999,5.3,,True,False,66
VW,Polo,16700.0,2021,47756,70,0.999,5.3,,True,False,42
VW,Golf 7 Variant,11300.0,2019,185000,85,1.598,4.1,2025-06-30,True,True,28
VW,Caddy,8850.0,2014,200000,55,1.598,8.0,2025-05-31,True,False,30
VW,T-Roc,28900.0,2022,38531,85,1.968,4.9,,True,False,50
VW,Arteon,27900.0,2018,151000,110,1.968,5.6,,True,True,122
Škoda,Octavia Combi,10700.0,2014,165000,77,1.6,4.5,2025-04-30,True,True,51
VW,Polo,3800.0,2005,269000,59,1.422,5.0,,False,True,40
VW,Golf 7,12755.0,2015,150000,110,2.0,4.5,2025-07-31,True,True,57
VW,Passat,16900.0,2015,151059,140,1.8,5.0,2025-11-30,False,False,32
Škoda,Octavia,14900.0,2016,122000,81,1.598,3.12,,True,True,68
VW,Golf 7 Variant,8400.0,2017,198680,81,0.999,6.5,2025-06-30,False,False,75
Seat,Arona,15900.0,2021,66750,70,0.999,6.0,,False,True,25
VW,Golf 7,11500.0,2015,176216,81,1.598,4.4,2024-05-31,True,True,40
Toyota,Land Cruiser,11500.0,1999,397000,92,2.982,10.0,,False,False,10
VW,Sharan,9980.0,2012,271000,103,1.968,6.0,2025-05-31,False,False,75
VW,Passat,19900.0,2018,140000,110,1.968,5.0,,True,True,90
Škoda,Octavia,12400.0,2013,189500,77,1.598,3.8,,True,True,54
Škoda,Octavia Combi,13900.0,2018,168543,85,1.598,5.6,,False,True,28
Škoda,Octavia Combi,8500.0,2014,327000,110,1.968,6.5,2025-10-31,True,True,90
Suzuki,Splash,3299.0,2008,191000,55,1.296,5.6,,True,True,34
VW,Beetle,14000.0,2015,137000,77,1.197,6.0,,False,False,81
VW,Up!,3700.0,2014,261000,44,1.0,5.5,2025-10-31,True,False,27
VW,Golf 6,7790.0,2012,200000,77,1.598,5.0,,True,False,42
VW,Passat,12000.0,2016,220000,110,1.968,5.5,2024-12-31,True,False,45
VW,Touran,7900.0,2011,220000,77,1.2,7.5,2025-09-30,True,False,37
VW,Passat Variant,9500.0,2014,265000,104,2.0,5.5,,True,True,39
VW,Golf 7,11290.0,2015,191000,81,1.598,5.0,,True,False,43
Škoda,Superb,10250.0,2014,230000,103,2.0,6.0,,False,False,7
Suzuki,SX4 S-Cross,8950.0,2014,142568,88,1.6,5.0,2025-05-31,True,True,32
VW,Passat Variant,15450.0,2015,163681,110,1.968,6.0,2024-05-31,True,True,52
VW,Passat Variant,22000.0,2020,75000,110,1.968,4.5,,True,True,58
VW,Golf 7,9700.0,2015,210000,77,1.568,5.0,2025-07-31,True,False,55
Seat,Arona,14900.0,2019,63181,70,1.598,4.7,,True,True,58
VW,Polo,12000.0,2019,126000,70,0.999,5.0,2025-09-30,True,False,67
VW,Golf 7 Variant,12600.0,2017,220000,85,1.586,5.0,,True,True,52
VW,Golf 7 Variant,15999.0,2017,99000,110,1.968,5.5,2025-05-31,True,True,127
VW,Passat Variant,9700.0,2013,170058,77,1.589,5.0,2025-11-30,True,True,54
Toyota,RAV4,5000.0,2000,260000,110,1.998,12.0,2025-11-30,False,False,53
VW,Arteon,29899.0,2018,136500,110,1.968,5.5,,True,True,128
Suzuki,Vitara,22300.0,2022,11670,95,1.373,6.5,,True,False,94
VW,Golf 6,7000.0,2012,199000,103,1.968,5.5,2025-01-31,True,False,76
VW,Beetle,9100.0,2012,99795,77,1.197,6.0,,True,False,69
VW,Golf 7,9500.0,2014,210000,110,1.968,5.0,,True,True,87
VW,Passat Variant,10900.0,2014,198000,103,1.968,5.0,,True,True,107
VW,Sharan,12990.0,2012,212000,103,1.968,5.5,2024-09-30,True,True,48
VW,Passat CC,14600.0,2016,156800,110,1.968,6.0,,True,False,47
VW,Golf 7,34980.0,2020,22000,220,1.984,8.0,,True,False,49
VW,Golf 2,2800.0,1992,110000,44,1.589,4.5,,False,True,10
Seat,Ateca,22999.0,2016,125000,110,1.968,6.5,,True,False,50
Suzuki,Grand Vitara,7790.0,2009,215000,95,1.87,8.0,2025-11-30,False,True,75
VW,Caddy,19500.0,2018,140500,75,1.968,6.0,,True,True,47
VW,Golf 7,17500.0,2015,140000,150,1.4,2.3,,False,True,52
VW,T-Cross,18650.0,2023,20024,70,0.999,5.8,,True,False,82
VW,Passat Variant,25900.0,2021,86000,110,1.968,5.5,,True,True,51
VW,Polo,11200.0,2016,127000,66,1.2,5.0,2025-03-31,True,True,56
Seat,Leon,24900.0,2022,13824,110,1.498,5.9,,False,False,49
VW,Tiguan,13400.0,2012,143300,81,1.968,6.0,,True,True,102
VW,Caddy,3200.0,2004,450000,55,2.0,6.5,2025-02-28,False,False,25
VW,Tiguan,10450.0,2013,179750,90,1.39,6.5,2025-07-31,True,False,69
VW,Touran,23000.0,2017,73000,110,1.995,6.5,,True,True,55
VW,Golf 7 Variant,12900.0,2017,151120,85,1.598,5.2,,True,True,100
VW,Golf 7,11450.0,2014,184258,77,1.598,5.5,,True,False,47
VW,Golf 7 Variant,11650.0,2016,209000,81,1.598,5.0,2025-06-30,True,True,61
Toyota,C-HR,25500.0,2023,20000,72,1.798,4.5,,False,False,78
VW,Golf 7,14900.0,2016,141614,81,1.596,5.6,,False,False,47
Škoda,Octavia Combi,15900.0,2018,148000,110,1.968,6.0,,True,False,80
VW,Passat CC,7600.0,2011,338000,104,2.0,6.2,,True,False,30
VW,Arteon,23450.0,2019,163000,110,1.968,6.0,,True,True,55
VW,Arteon,75000.0,2022,36500,235,1.984,10.0,,True,False,11
Škoda,Octavia Combi,4900.0,2011,240000,77,1.598,4.5,2024-09-30,True,True,12
Toyota,Avensis,6890.0,2011,239000,93,2.0,6.5,2025-07-31,False,False,9
VW,Passat,6000.0,2007,340000,103,2.0,7.0,2025-07-31,False,False,33
Seat,Ibiza,14400.0,2021,62500,70,0.999,5.9,2024-05-31,True,False,61
VW,Golf 7,24500.0,2020,114000,150,1.395,2.5,2025-08-31,True,True,67
Toyota,Corolla,23700.0,2022,57000,85,1.8,3.5,2025-06-30,True,True,48
Škoda,Karoq,12600.0,2018,185000,120,1.0,5.0,,False,False,56
Škoda,Superb,14000.0,2017,234251,88,1.598,6.5,2025-11-30,True,True,58
VW,Touran,16990.0,2019,117000,85,1.598,5.5,,True,True,101
Škoda,Octavia Combi,22900.0,2023,29900,85,1.968,4.5,2025-06-30,True,False,56
Seat,Leon,11000.0,2018,198112,85,1.598,5.0,2025-06-30,False,False,84
VW,Passat,20900.0,2019,135000,88,1.598,5.5,2024-10-31,False,True,83
VW,Jetta,8999.0,2013,210000,125,1.395,6.0,2025-04-30,False,False,53
Škoda,Rapid,7000.0,2018,167935,70,0.999,7.0,,True,True,29
VW,Amarok,22000.0,2016,180000,132,2.0,9.0,2025-11-30,False,True,61
VW,Touran,8600.0,2014,227000,77,1.598,5.5,2025-07-31,False,False,77
Škoda,Kamiq,24200.0,2023,14400,81,0.999,7.5,2025-07-31,False,True,55
VW,Arteon,25999.0,2017,140000,140,2.0,4.5,2025-10-31,True,True,70
VW,Golf 7,20499.0,2017,149000,135,2.1,6.5,2024-12-31,True,True,32
VW,Passat Variant,8900.0,2011,194000,103,1.968,6.0,2025-09-30,False,True,48
Škoda,Kodiaq,33200.0,2020,159000,110,2.0,6.5,2025-02-28,True,False,62
Škoda,Fabia,7200.0,2016,142000,55,0.999,5.5,,False,True,42
VW,Golf 6,7199.0,2011,10000,77,1.598,5.0,,True,True,108
Seat,Leon,12490.0,2014,124000,135,1.968,6.5,,False,False,92
VW,Touareg,19789.0,2015,300000,193,3.0,8.5,2025-02-28,True,False,55
VW,Golf 6,7400.0,2009,233000,77,1.598,4.52,,True,True,66
VW,Passat,16200.0,2019,185000,110,2.0,5.0,,True,True,56
Škoda,Octavia,19999.0,2018,126000,110,1.968,4.7,2025-01-31,True,True,63
VW,Up!,10500.0,2021,89400,48,0.999,6.5,2025-01-31,False,False,47
Škoda,Fabia Combi,12999.0,2022,39900,70,0.999,4.5,2025-03-31,True,False,23
Škoda,Octavia Combi,15900.0,2019,175000,85,1.598,6.0,,True,True,62
Škoda,Kodiaq,28000.0,2020,43000,110,1.498,7.0,2025-12-31,True,False,63
VW,Golf 7,13500.0,2016,137000,110,1.968,7.0,2025-07-31,False,False,51
Škoda,Superb Combi,20500.0,2018,167500,110,1.998,5.5,2025-05-31,True,False,65
VW,Golf 5 Variant,3800.0,2009,306000,77,1.896,5.5,2025-03-31,True,False,74
Škoda,Octavia Combi,20000.0,2018,15500,135,1.968,6.0,2025-10-31,True,False,60
VW,Golf 7 Variant,15300.0,2018,161500,110,1.998,6.0,2025-10-31,True,True,57
VW,Passat Variant,26000.0,2021,65000,90,2.0,5.0,,False,True,33
VW,Passat Variant,9200.0,2012,189000,103,1.968,5.8,2025-08-31,True,False,82
VW,Up!,10500.0,2021,50000,48,0.999,6.5,2025-01-31,False,False,47
VW,Golf 8,49900.0,2023,22827,180,1.984,7.2,,False,False,48
VW,Golf Plus,7200.0,2009,156000,77,1.896,5.0,,True,True,39
Škoda,Fabia,7500.0,2018,107000,55,0.999,4.8,2025-03-31,False,False,53
VW,Caddy,12000.0,2017,141000,110,1.968,6.5,,False,False,51
Škoda,Rapid,10000.0,2015,107000,66,1.598,4.0,2025-03-31,True,True,34
VW,Passat,15200.0,2015,180000,110,1.968,7.0,,True,False,55
Suzuki,Swace,25500.0,2021,25789,72,1.798,3.7,2024-02-29,True,False,88
VW,Golf 7,10500.0,2015,124000,77,1.598,5.0,2025-10-31,False,False,36
VW,Arteon,35999.0,2021,68800,147,1.968,5.6,,True,False,116
Škoda,Octavia Combi,28000.0,2022,38500,110,1.4,6.5,2025-08-31,True,True,64
VW,Touran,6500.0,2010,282000,85,1.598,6.0,2025-11-30,False,True,22
VW,Golf 7,14250.0,2017,131000,85,1.598,6.0,2025-11-30,False,True,75
Škoda,Octavia,7400.0,2010,139000,77,1.598,4.52,,True,True,54
VW,Golf 7,12720.0,2018,147000,85,1.598,5.5,2024-09-30,True,True,91
Škoda,Kodiaq,24500.0,2018,142000,110,2.0,7.0,2025-02-28,True,False,50
Suzuki,Celerio,9370.0,2018,169215,50,0.998,4.3,,False,False,53
VW,Golf 7,20000.0,2018,139357,110,1.968,4.7,,False,False,49
VW,Passat,11900.0,2015,230000,88,1.598,5.0,,True,True,81
VW,Golf 7 Variant,5999.0,2014,298000,81,1.598,5.2,,True,True,45
VW,Golf 8,45900.0,2021,14000,230,1.999,8.0,2025-03-31,True,True,63
VW,Passat,16300.0,2018,230000,110,1.968,5.5,,False,False,54
VW,Touran,25900.0,2021,73700,85,1.968,6.5,2025-01-31,False,False,49
VW,Passat,14400.0,2016,205000,88,1.6,5.0,2025-10-31,True,True,43
Toyota,C-HR,20500.0,2018,70000,72,1.798,5.0,2024-10-31,True,True,112
Saab,9.3,2400.0,2001,260800,92,2.171,5.0,,True,False,36
VW,Golf 7 Variant,8950.0,2015,191000,81,1.598,5.5,,True,True,43
Seat,Leon,10800.0,2019,171000,85,1.598,4.5,2025-03-31,True,False,87
VW,Golf 6,8700.0,2011,130000,66,1.6,5.0,,True,False,8
VW,Golf 7,12250.0,2016,180231,81,1.598,5.5,2024-12-31,True,False,52
Toyota,Verso,10350.0,2016,126000,82,1.598,6.0,,False,False,39
Toyota,Urban Cruiser,6299.0,2009,230000,66,1.364,4.5,2025-11-30,False,True,62
VW,Golf 7,15900.0,2020,137500,85,1.598,5.7,,True,False,40
Suzuki,Swift,14499.0,2019,64000,66,1.242,4.3,,False,False,74
Škoda,Superb,21000.0,2018,115000,140,1.968,6.0,2025-08-31,True,False,90
VW,Golf Sportsvan,12490.0,2016,135000,85,1.598,4.5,,True,True,68
Škoda,Octavia,11980.0,2018,247000,110,1.968,5.0,,True,False,44
VW,Golf 8,18200.0,2020,187347,85,1.968,4.2,,True,False,85
VW,Passat,5700.0,2011,343100,77,1.598,5.5,2025-10-31,False,False,48
VW,Golf Sportsvan,15700.0,2015,97000,110,1.968,6.0,2025-02-28,True,True,62
Škoda,Octavia,5300.0,2010,230000,77,1.598,5.0,,False,True,30
VW,Golf 7 Variant,8100.0,2013,168000,77,1.197,4.5,2024-11-30,True,False,87
VW,Passat Variant,17500.0,2017,188000,140,1.96,6.3,,False,True,46
Škoda,Karoq,21500.0,2018,23000,85,1.598,6.0,,False,False,71
Seat,Ibiza,3650.0,2004,425100,96,1.896,5.5,2025-08-31,True,False,36
Škoda,Octavia,24800.0,2018,82000,169,1.984,8.0,,True,True,60
Toyota,Prius,9800.0,2012,274000,73,1.8,2.4,2024-10-31,False,True,48
VW,Golf 7 Variant,8200.0,2014,243850,77,1.598,5.5,,False,True,37
Škoda,Superb,15000.0,2016,125000,88,1.598,5.0,2025-03-31,True,False,59
VW,Golf 6,6000.0,2011,220000,77,1.598,5.0,2025-01-31,False,False,19
VW,Arteon,25555.0,2017,140000,110,2.0,5.6,2025-10-31,True,True,72
Škoda,Octavia,8000.0,2013,231057,110,1.968,5.0,2025-01-31,False,False,36
VW,Passat,15900.0,2015,191000,88,1.598,6.0,2025-01-31,True,False,56
Toyota,Corolla,9950.0,2016,197000,73,1.331,6.8,2025-10-31,True,False,42
VW,Golf 6,8000.0,2012,158241,77,1.589,5.0,,True,True,50
Suzuki,Vitara,14999.0,2017,105000,88,1.6,6.6,,True,True,77
VW,Passat Variant,21400.0,2018,89280,110,1.968,6.0,,True,True,87
Škoda,Fabia,3999.0,2011,139000,44,1.198,6.0,,True,False,44
VW,Passat Variant,13300.0,2015,209000,110,1.983,6.8,2025-08-31,True,True,58
Toyota,Corolla Sedan,25900.0,2023,18000,92,1.49,6.3,2025-10-31,True,True,79
VW,Passat Variant,4500.0,2007,300000,103,1.968,6.0,,False,False,8
Seat,Mii,6400.0,2016,111000,44,0.999,5.0,2025-07-31,False,True,45
VW,Golf 7,11700.0,2015,235000,110,1.968,7.0,2025-02-28,True,True,49
VW,Caddy,10500.0,2013,235293,75,1.598,7.6,,False,False,56
VW,Caravelle,37500.0,2018,84000,110,1.998,7.0,,True,False,48
Škoda,Kodiaq,24600.0,2018,102000,110,1.4,8.0,2025-07-31,True,False,51
Seat,Leon,25900.0,2020,45500,150,1.4,1.2,2025-04-30,True,True,59
VW,Golf 6,8000.0,2012,159457,77,1.589,5.0,,True,True,52
VW,Golf 8,43900.0,2022,17000,147,1.968,6.5,,False,True,14
Seat,Mii,6650.0,2017,99900,44,0.999,4.0,,True,True,40
VW,Passat,19000.0,2017,130000,110,1.968,5.6,2025-06-30,True,True,51
Škoda,Octavia,9250.0,2013,193000,77,1.6,5.0,,True,False,49
Toyota,RAV4,3700.0,2003,391500,85,1.995,8.0,2025-05-31,False,False,35
VW,Passat,14000.0,2016,215000,110,1.968,6.5,,True,False,59
VW,Arteon,45500.0,2023,17650,147,1.968,5.2,,True,False,77
VW,Passat Variant,5490.0,2010,220000,77,1.598,5.0,,True,True,70
Škoda,Octavia,25700.0,2017,95000,319,2.0,10.0,2025-11-30,False,False,44
VW,Touareg,24900.0,2013,200700,180,2.967,10.0,2025-11-30,True,True,87
Škoda,Fabia,11900.0,2020,11800,44,0.999,5.9,2025-06-30,True,True,54
VW,Passat Variant,8990.0,2014,230000,103,1.968,5.0,,False,True,104
VW,Passat Variant,9000.0,2013,222000,77,1.598,5.0,2024-12-31,True,True,104
Suzuki,Grand Vitara,8000.0,2010,260000,124,2.393,11.5,2025-03-31,False,False,41
Seat,Altea,3600.0,2008,315000,75,1.595,8.0,2025-05-31,True,False,37
VW,Touareg,19800.0,2014,202000,250,4.134,10.2,2024-12-31,True,False,44
VW,Passat Variant,12000.0,2014,250000,103,1.968,6.0,2024-11-30,True,True,41
Suzuki,Vitara,19900.0,2023,55000,75,1.462,5.5,2025-07-31,True,True,53
VW,Taigo,25999.0,2023,17500,81,0.999,8.0,2025-01-31,True,False,99
VW,Golf 7 Variant,9199.0,2016,215000,81,1.6,5.0,,True,False,46
Škoda,Kodiaq,53500.0,2022,42000,147,1.968,7.5,,True,True,96
VW,Golf 7,12300.0,2015,149000,81,1.598,5.5,2024-12-31,True,False,89
VW,Passat,11000.0,2016,259300,88,1.6,5.5,2025-01-31,False,False,32
VW,Golf Sportsvan,10800.0,2015,245000,88,1.6,6.0,,False,True,44
VW,Passat Variant,19800.0,2017,119000,110,1.968,5.0,2025-01-31,True,False,52
VW,Passat Variant,11970.0,2014,139225,103,1.968,5.6,,True,False,100
VW,Tiguan,29900.0,2021,82000,110,1.968,5.5,2025-11-30,True,True,59
Suzuki,Vitara,19900.0,2023,32500,95,1.373,6.5,,False,False,88
Toyota,Prius,45000.0,2023,2900,164,1.987,1.5,,False,False,56
VW,Tiguan,23950.0,2019,97267,110,1.968,6.0,2025-03-31,False,False,77
VW,Golf 7,14990.0,2017,183000,110,1.996,6.0,2025-02-28,True,True,61
VW,Taigo,19800.0,2023,41250,70,0.999,6.0,,True,False,75
VW,T-Roc,18990.0,2020,54000,85,0.999,6.5,,False,False,54
VW,Golf 8,45500.0,2023,33000,221,1.98,8.5,2025-03-31,True,True,54
VW,Polo,2500.0,2004,206199,55,1.39,4.5,2025-08-31,True,True,35
Suzuki,Vitara,19900.0,2023,29000,95,1.373,6.5,,False,False,94
VW,Polo,7350.0,2011,123000,66,1.6,4.0,,True,True,46
Toyota,Auris,10900.0,2015,149000,66,1.4,6.0,2025-11-30,False,False,41
Škoda,Superb Combi,14500.0,2018,228000,88,1.6,5.5,2025-01-31,True,False,55
VW,Polo,5600.0,2013,194000,55,1.196,4.8,2025-06-30,True,True,28
VW,Amarok,43990.0,2020,173044,190,2.967,8.0,,True,True,53
Suzuki,Across,51900.0,2021,15000,136,2.487,4.6,,True,True,103
Toyota,Avensis,3000.0,2006,276600,110,2.231,8.0,2025-04-30,False,False,32
Škoda,Fabia,1800.0,2006,354000,47,1.896,6.0,,False,False,6
VW,Caddy,12000.0,2014,248000,81,1.968,7.0,2025-11-30,False,False,85
VW,Tiguan,49900.0,2023,3383,110,1.395,1.5,,False,False,47
VW,Golf 6,5900.0,2010,280000,77,1.598,5.5,2025-02-28,False,True,87
Škoda,Octavia Combi,3600.0,2011,344000,77,1.598,5.5,,False,False,72
VW,Golf 7,12800.0,2013,197000,135,1.968,5.0,,False,True,43
VW,Golf 8,31000.0,2020,42000,180,1.395,5.0,2025-02-28,True,False,54
VW,Passat Variant,9600.0,2012,230000,103,1.8,5.0,2024-11-30,True,True,38
VW,Passat,18500.0,2018,195000,110,2.0,6.0,,True,True,64
VW,Golf Sportsvan,11700.0,2018,247000,116,1.598,4.0,,True,True,57
Škoda,Octavia,2700.0,2006,312000,66,1.898,5.0,2025-09-30,True,False,20
VW,Passat Variant,11000.0,2016,220000,88,1.6,5.0,2025-04-30,False,False,46
VW,Passat Variant,17899.0,2018,113537,88,1.598,5.5,,True,False,131
Toyota,C-HR,17550.0,2018,59828,72,1.798,3.8,,True,False,34
Suzuki,Alto,1950.0,2002,155850,46,1.061,6.0,,False,False,20
Škoda,Fabia Combi,2990.0,2009,217000,51,1.198,5.9,,True,False,52
Škoda,Octavia Combi,12900.0,2018,143250,66,1.598,5.0,,True,True,59
Seat,Ibiza,18900.0,2023,15156,81,0.999,5.6,,True,False,80
Toyota,Yaris,13000.0,2016,145000,54,1.497,3.3,2024-11-30,True,False,34
VW,Golf 7 Variant,14500.0,2018,153798,135,1.968,5.2,,True,True,60
Renault,Kadjar,18990.0,2018,99300,81,1.461,3.8,,False,False,7
Renault,Kadjar,17490.0,2020,99000,85,1.461,6.0,2025-07-31,False,False,44
Toyota,Hilux,19300.0,2012,430000,126,3.0,11.0,,False,False,32
VW,Passat Variant,11250.0,2012,170000,103,1.968,6.0,,True,True,47
Renault,Clio,10500.0,2019,97000,66,0.9,6.0,2024-12-31,False,False,38
Toyota,iQ,10900.0,2010,118000,74,1.3,5.0,2025-07-31,True,False,45
Suzuki,Vitara,16100.0,2019,112430,82,0.998,5.0,,True,False,57
Renault,Trafic,13700.0,2018,15000,92,1.4,7.0,2025-03-31,False,False,27
VW,Golf 7 Variant,12900.0,2019,158000,85,1.598,5.0,2025-05-31,True,True,92
VW,Touran,6800.0,2014,319400,77,1.598,5.0,2025-09-30,False,False,31
Seat,Leon,20500.0,2020,61000,110,1.498,6.5,2025-09-30,True,True,55
VW,Touran,3700.0,2006,369000,77,1.896,7.0,2024-09-30,False,False,19
VW,Passat Variant,12450.0,2015,178000,88,1.598,5.0,2025-03-31,True,False,93
VW,Golf Plus,8400.0,2012,239000,77,1.598,4.79,,True,False,91
VW,Passat Variant,7500.0,2012,347000,105,2.0,5.0,2025-07-31,False,True,22
VW,Golf 7,21500.0,2020,93000,110,1.968,4.5,2025-10-31,False,False,47
VW,Passat,8900.0,2012,249000,77,1.559,5.0,2024-12-31,False,False,43
Toyota,RAV4,14000.0,2018,275000,105,2.0,6.5,2025-02-28,True,False,56
Renault,Clio,2700.0,2006,240000,55,1.149,5.0,2025-06-30,False,True,51
VW,Passat Variant,14900.0,2016,234000,140,1.968,6.2,2025-09-30,False,True,56
VW,Touran,16500.0,2016,192000,110,1.968,6.0,2025-03-31,True,True,71
Renault,Talisman,14800.0,2017,109100,118,1.598,6.2,2025-09-30,True,True,91
Renault,Clio,3600.0,2011,245000,78,1.5,5.0,2025-02-28,False,False,34
Škoda,Karoq,35500.0,2021,48000,110,1.968,8.0,2025-02-28,True,True,57
Suzuki,SX4 S-Cross,25300.0,2023,7797,95,1.373,4.5,,True,False,83
Renault,Kangoo,8900.0,2020,132000,85,1.461,5.0,2025-02-28,True,True,22
VW,Passat Variant,4200.0,2010,305000,77,1.596,6.0,2025-07-31,False,True,42
VW,Tiguan,22999.0,2017,150000,110,1.968,6.0,2025-05-31,True,True,77
Renault,Scenic,6200.0,2013,240020,81,1.5,4.6,,True,True,49
Renault,Scenic,4750.0,2012,251425,81,1.461,4.9,,False,True,76
VW,Touran,19950.0,2018,83582,85,1.598,5.5,,True,False,54
VW,Polo,14599.0,2019,28459,85,0.999,6.0,2024-12-31,True,True,59
Toyota,Aygo,2600.0,2010,152000,50,0.998,4.5,2025-02-28,False,False,19
Renault,Kadjar,14950.0,2015,137000,96,1.598,5.0,,True,True,61
VW,Passat Variant,12900.0,2015,176000,140,1.968,6.5,2025-10-31,False,True,96
Seat,Leon,18250.0,2017,108000,132,1.798,7.3,2024-11-30,False,False,50
VW,Golf Sportsvan,11800.0,2016,133000,77,1.65,4.0,,False,True,19
Škoda,Octavia Combi,24900.0,2020,97000,110,1.968,5.8,2025-08-31,True,False,61
Renault,Megane,11990.0,2018,156000,81,1.461,5.0,,True,True,37
Renault,Laguna Grandtour,5100.0,2012,240000,88,1.5,6.0,2025-02-28,True,False,42
VW,Passat,27600.0,2020,134000,140,1.985,5.8,2025-02-28,True,True,67
VW,Caddy,13990.0,2017,219000,75,1.968,6.0,2025-02-28,False,True,37
Renault,Trafic,20500.0,2018,162933,92,1.598,6.0,,True,True,63
VW,Passat Variant,14999.0,2016,220000,110,1.968,6.0,2025-02-28,True,True,85
Toyota,Auris,12999.0,2015,125000,91,1.998,5.0,,True,True,37
VW,Golf 8,23980.0,2022,85839,85,1.968,5.0,,False,False,51
VW,T-Roc,15500.0,2018,138000,85,0.999,6.0,2025-04-30,True,True,96
VW,Polo,10500.0,2018,140000,48,0.999,5.2,,True,True,49
Škoda,Superb,9899.0,2013,224000,103,1.968,6.0,2024-11-30,True,False,83
Toyota,Proace Verso,22000.0,2017,104300,110,1.997,7.5,2025-05-31,False,True,39
Seat,Ibiza,13599.0,2018,69000,85,0.999,6.0,2025-02-28,True,True,55
VW,Golf 7,12000.0,2015,164000,110,1.968,6.0,,True,True,58
VW,Passat,10500.0,2016,316000,110,1.832,6.0,2025-03-31,False,False,44
VW,Golf 7 Variant,12000.0,2016,170000,110,1.968,5.2,2025-04-30,True,False,105
